cycle_index,IR,Capacity,cycle_type,Temp_med,Iabs_med_dis,SOH_R,SOH_Q,EoL,RUL_cycles,cell_id
21,,1.6990418392711273,discharge,54.71577055918268,4.024655233325969,,0.9699083538257635,False,61,B0030
23,,,charge,44.67803355253511,0.001685120876831946,,,False,60,B0030
25,,1.7185770039532977,discharge,54.80787259751436,4.024187461920849,,0.9810601212399945,False,59,B0030
26,,,charge,44.64694269834058,0.0014978003710638334,,,False,58,B0030
27,,1.70324722921867,discharge,54.81706958631637,4.024745923316917,,0.9723090262206036,False,57,B0030
28,,,charge,44.63446194297369,0.0017733471316280682,,,False,56,B0030
29,,1.689458044662304,discharge,54.79107125814614,4.024717416417532,,0.9644373864619252,False,55,B0030
30,,,charge,44.619646192782724,0.00158495734861044,,,False,54,B0030
31,,1.6756136292719177,discharge,54.67512005648342,4.024621285285016,,0.9565342178461776,False,53,B0030
32,,,charge,44.656741125310994,0.0017617803298248052,,,False,52,B0030
33,,1.6718407140871654,discharge,54.76024609937511,4.024612305889199,,0.9543804262965021,False,51,B0030
35,,,charge,44.67262169645194,0.001577123139468556,,,False,50,B0030
37,,1.7233056681204446,discharge,54.64822881294549,4.024616858407785,,0.9837595079014319,False,49,B0030
38,,,charge,44.619737979758085,0.0019193828671058481,,,False,48,B0030
39,,1.709207290507283,discharge,54.785777899095834,4.024716648041059,,0.9757113634082617,False,47,B0030
40,,,charge,44.638009088106394,0.001774762708002958,,,False,46,B0030
41,,1.684001734344571,discharge,54.72028153863604,4.024631793103414,,0.961322618575747,False,45,B0030
42,,,charge,44.62387703369651,0.0018434820848044224,,,False,44,B0030
43,,1.66898698813004,discharge,54.67164523972662,4.024779551012999,,0.9527513595005175,False,43,B0030
44,,,charge,44.675573324082634,0.001995849665700089,,,False,42,B0030
45,,1.6620689362837142,discharge,54.78866692002219,4.024721645422229,,0.9488021475842119,False,41,B0030
47,,,charge,44.6740751438754,0.002053362023761263,,,False,40,B0030
49,,1.6687049625248174,discharge,54.85988025067391,4.024901435848598,,0.9525903634707695,False,39,B0030
50,,,charge,44.64838650519732,0.0018772575186000954,,,False,38,B0030
51,,1.652762183550463,discharge,54.884688730681084,4.0248909432683115,,0.9434893312577796,False,37,B0030
52,,,charge,44.696429237348504,0.0019964847559604407,,,False,36,B0030
53,,1.648481366235244,discharge,54.92253718810032,4.024916184768262,,0.9410456006919602,False,35,B0030
54,,,charge,44.66076211516499,0.0018877557595448722,,,False,34,B0030
55,,1.6307406443132095,discharge,54.98615972941838,4.024925665024283,,0.9309182018266899,False,33,B0030
56,,,charge,44.65681747058502,0.002023501430111906,,,False,32,B0030
57,,1.62323023017929,discharge,54.960357276750536,4.024834315390392,,0.9266308363005388,False,31,B0030
59,,,charge,44.76343307802127,0.002193938481864093,,,False,30,B0030
61,,1.6541906540394393,discharge,54.83668260333784,4.0246845764770836,,0.9443047823128555,False,29,B0030
62,,,charge,44.643508873900856,0.00201727597000343,,,False,28,B0030
63,,1.638514396616985,discharge,54.92191449319539,4.024846354388164,,0.9353558955466037,False,27,B0030
64,,,charge,44.650287445863306,0.002115146963135494,,,False,26,B0030
65,,1.618847673357618,discharge,54.68970569200798,4.025007321602635,,0.9241290271195011,False,25,B0030
66,,,charge,44.59465784663033,0.0019250785776225654,,,False,24,B0030
67,,1.6134212267751404,discharge,54.79798559690853,4.024847855406774,,0.9210313071279839,False,23,B0030
68,,,charge,44.655311845486544,0.0019057423315315069,,,False,22,B0030
69,,1.6066443601761986,discharge,54.85218434280054,4.024830107420305,,0.9171626916676981,False,21,B0030
71,,,charge,44.592683146783216,0.0019724259369079313,,,False,20,B0030
73,,1.6138387876938998,discharge,54.88145629737156,4.024690453340197,,0.9212696743146975,False,19,B0030
74,,,charge,44.633445526353114,0.0020836183711659814,,,False,18,B0030
75,,1.596329501327274,discharge,54.8268503030747,4.024973863405582,,0.9112743918419579,False,17,B0030
76,,,charge,44.63276794425592,0.0020565276497736687,,,False,16,B0030
77,,1.5890785867406987,discharge,54.794693900430985,4.025088905643632,,0.9071351632085928,False,15,B0030
78,,,charge,44.647377261029106,0.002217686499386237,,,False,14,B0030
79,,1.5805481432309574,discharge,54.861099756638254,4.024854267720608,,0.9022655077176567,False,13,B0030
80,,,charge,44.67425993804362,0.0022783192375823904,,,False,12,B0030
81,,1.5846131054270807,discharge,54.96742251189866,4.025172943913532,,0.9045860160776492,False,11,B0030
83,,,charge,44.609832850817455,0.0023362928191348366,,,False,10,B0030
85,,1.5936651221220735,discharge,54.86110958737648,4.024837762650286,,0.9097534147893903,False,9,B0030
86,,,charge,44.611858509347556,0.0017080746798169984,,,False,8,B0030
87,,1.5849874126960888,discharge,54.86392822665735,4.0246806603759255,,0.9047996916556823,False,7,B0030
88,,,charge,44.61819526993653,0.0018632583597444899,,,False,6,B0030
89,,1.5787064969416462,discharge,54.82522927358717,4.024834953848247,,0.9012141927473547,False,5,B0030
90,,,charge,44.676613034135634,0.0019087665821933388,,,False,4,B0030
91,,1.570705516096967,discharge,54.9339951123613,4.025248592944919,,0.8966467842346936,False,3,B0030
92,,,charge,44.62068253996012,0.002129061334384964,,,False,2,B0030
93,,1.562780404428482,discharge,54.911549768728754,4.025155599237935,,0.8921226861020879,False,1,B0030
95,,,charge,44.63478336916394,0.0019188780297659143,,,True,0,B0030
1,,1.6666751942525773,discharge,53.10693269485811,3.9744308296527735,,0.9236529694510434,False,79,B0031
2,,,charge,44.30062571762966,0.0011645790904779136,,,False,78,B0031
3,,1.8328583629543174,discharge,54.485237702741934,3.97475977262679,,1.0157498445791222,False,77,B0031
4,,,charge,44.339513067994126,0.0013691923239408064,,,False,76,B0031
5,,1.8139835002945137,discharge,54.6077384342734,3.9747789931497377,,1.0052896043332555,False,75,B0031
6,,,charge,44.3540625615704,0.0013131438611617273,,,False,74,B0031
7,,1.8044387333514835,discharge,54.57170316282473,3.9748046189831614,,1.0,False,73,B0031
8,,,charge,44.37968244966275,0.0012441791038462393,,,False,72,B0031
9,,1.802147684291295,discharge,54.60422830701228,3.974797693226188,,0.998730325935792,False,71,B0031
11,,,charge,44.35864120279797,0.0012392932317709495,,,False,70,B0031
13,,1.7715647509798835,discharge,54.51046686035339,3.9743105365907816,,0.9817816023542449,False,69,B0031
14,,,charge,44.35864757916308,0.0013015981954863126,,,False,68,B0031
15,,1.8139928165779542,discharge,54.491152388069494,3.974598248314998,,1.0052947673145574,False,67,B0031
16,,,charge,44.34068775347292,0.0013403082021956302,,,False,66,B0031
17,,1.8013261041198854,discharge,54.519022095124726,3.97475702280107,,0.9982750152864337,False,65,B0031
18,,,charge,44.35029535670744,0.0011688672822920715,,,False,64,B0031
19,,1.7883722583933568,discharge,54.43315245135487,3.9748174791909063,,0.9910961371748623,False,63,B0031
20,,,charge,44.34917211338313,0.0013534413684356352,,,False,62,B0031
21,,1.7765401657373159,discharge,54.478434314901904,3.9747279253134895,,0.9845389222152474,False,61,B0031
23,,,charge,44.3622469190711,0.0011647922874285354,,,False,60,B0031
25,,1.7856209131823229,discharge,54.42625488171821,3.9746083290329053,,0.9895713720719077,False,59,B0031
26,,,charge,44.36965404508788,0.0013132784141174016,,,False,58,B0031
27,,1.7813634036685941,discharge,54.52659883026359,3.974567600368,,0.9872119073613376,False,57,B0031
28,,,charge,44.343939377027574,0.0014635998542430419,,,False,56,B0031
29,,1.7684898383971241,discharge,54.4355551403467,3.97458844719303,,0.9800775197905504,False,55,B0031
30,,,charge,44.34095973315245,0.0013435213308521942,,,False,54,B0031
31,,1.766505238291406,discharge,54.37063881399486,3.9745945541051464,,0.9789776763494643,False,53,B0031
32,,,charge,44.3629665848114,0.0011723180067649218,,,False,52,B0031
33,,1.751740527921767,discharge,54.44611344940934,3.974493457162888,,0.9707952370697357,False,51,B0031
35,,,charge,44.35680731148979,0.001249916780027836,,,False,50,B0031
37,,1.7352349314055016,discharge,54.364391722906,3.9743038958938115,,0.9616480179310682,False,49,B0031
38,,,charge,44.335462737155254,0.0014590764142699342,,,False,48,B0031
39,,1.7782778274549178,discharge,54.4420435171012,3.9745511735211987,,0.9855019151312632,False,47,B0031
40,,,charge,44.33451689514648,0.0011863455021024168,,,False,46,B0031
41,,1.7649894859707393,discharge,54.360192639084644,3.9744061044727763,,0.9781376631682734,False,45,B0031
42,,,charge,44.325696235403626,0.0012381646602500581,,,False,44,B0031
43,,1.762591283533551,discharge,54.40137377420234,3.9743513733068117,,0.9768086058869914,False,43,B0031
44,,,charge,44.32707902169666,0.0012733916334256752,,,False,42,B0031
45,,1.744314576121582,discharge,54.422681795436034,3.974421708548957,,0.9666798566675469,False,41,B0031
47,,,charge,44.33673822228498,0.0014325157463267618,,,False,40,B0031
49,,1.7628373753518478,discharge,54.31587547384264,3.9747897795985185,,0.9769449872524255,False,39,B0031
50,,,charge,44.33864695518736,0.0013533419062176154,,,False,38,B0031
51,,1.747857930947971,discharge,54.36440786189985,3.974639620042985,,0.9686435447445634,False,37,B0031
52,,,charge,44.35501335551035,0.001459231338299276,,,False,36,B0031
53,,1.7441167338864993,discharge,54.471021339478526,3.9745214081907285,,0.9665702146877856,False,35,B0031
54,,,charge,44.35434273441536,0.0012838509357595653,,,False,34,B0031
55,,1.7268422932817387,discharge,54.42802943858531,3.9744846416719244,,0.9569969106539734,False,33,B0031
56,,,charge,44.33424299750923,0.0014566779862258041,,,False,32,B0031
57,,1.7203093493042265,discharge,54.43371277283639,3.974742534786559,,0.9533764253159215,False,31,B0031
59,,,charge,44.33096029398159,0.001211984001546472,,,False,30,B0031
61,,1.7394245516699778,discharge,54.35698422570726,3.9744937414277834,,0.9639698591701413,False,29,B0031
62,,,charge,44.316955866106106,0.0011981989096411015,,,False,28,B0031
63,,1.7367384416372014,discharge,54.326535500284415,3.97501190281689,,0.9624812466818762,False,27,B0031
64,,,charge,44.31229083538216,0.0011905053521032638,,,False,26,B0031
65,,1.716963468448543,discharge,54.30195937821978,3.9747334904605687,,0.9515221751306192,False,25,B0031
66,,,charge,44.29581213504997,0.001255157474743886,,,False,24,B0031
67,,1.7127773558366357,discharge,54.29602533783064,3.9747010786420462,,0.9492022777938267,False,23,B0031
68,,,charge,44.28942148594886,0.001232029903515652,,,False,22,B0031
69,,1.7061083466554066,discharge,54.26706931958344,3.9747032890084917,,0.9455063866239213,False,21,B0031
71,,,charge,44.28032969743931,0.0011853726300242705,,,False,20,B0031
73,,1.713732696207521,discharge,54.35287801574976,3.9745017120276454,,0.9497317168671672,False,19,B0031
74,,,charge,44.31433392737824,0.0013186695421636243,,,False,18,B0031
75,,1.7093475797926974,discharge,54.27248036376377,3.9747568135118687,,0.9473015338225598,False,17,B0031
76,,,charge,44.29161828144152,0.0014249056420640783,,,False,16,B0031
77,,1.6901000454115587,discharge,54.30720622086723,3.9745444179319955,,0.9366347630281925,False,15,B0031
78,,,charge,44.2934122075566,0.0012832090208849416,,,False,14,B0031
79,,1.6946883343387664,discharge,54.263877981649,3.9744694066943116,,0.9391775420333216,False,13,B0031
80,,,charge,44.30842617738858,0.0013594968921593605,,,False,12,B0031
81,,1.687010991299212,discharge,54.26087205378761,3.9748169864220824,,0.9349228433851192,False,11,B0031
83,,,charge,44.30715385879658,0.0013154370949358396,,,False,10,B0031
85,,1.6957069027070075,discharge,54.288732435246494,3.9745113374920447,,0.9397420213638829,False,9,B0031
86,,,charge,44.29015870417298,0.0016063106630395568,,,False,8,B0031
87,,1.687696889615565,discharge,54.34429764081136,3.974624099572467,,0.9353029606502142,False,7,B0031
88,,,charge,44.27192313753996,0.0012626214183037807,,,False,6,B0031
89,,1.6819617127259294,discharge,54.23004896889592,3.974505476951756,,0.9321245890138532,False,5,B0031
90,,,charge,44.314175393890885,0.0013510873992904498,,,False,4,B0031
91,,1.6750033888978846,discharge,54.2848450399228,3.9748202222208877,,0.9282683628647277,False,3,B0031
92,,,charge,44.29926871547537,0.0016407982552392878,,,False,2,B0031
93,,1.6672987794846676,discharge,54.30287182010804,3.9749183845461333,,0.9239985534936405,False,1,B0031
95,,,charge,44.29553472082064,0.0015177747504135344,,,True,0,B0031
1,,1.7048641073512139,discharge,52.66461552294722,3.989395769201705,,0.9138938269432219,False,79,B0032
2,,,charge,57.01665266022991,1.119851946040291,,,False,78,B0032
3,,1.8940319526948572,discharge,54.24433579003532,3.9899690922678914,,1.0152974082434947,False,77,B0032
4,,,charge,58.2918384351006,1.1196612203308551,,,False,76,B0032
5,,1.8747686491853095,discharge,54.293984165503744,3.9899585368149424,,1.0049712983277541,False,75,B0032
6,,,charge,58.45823416288107,2.237919934850487,,,False,74,B0032
7,,1.8654947184112376,discharge,54.34613452896575,3.989962639803479,,1.0,False,73,B0032
8,,,charge,58.67773862923492,1.1185280018574242,,,False,72,B0032
9,,1.8527398169018068,discharge,54.41964517390388,3.9901007674516817,,0.9931627244057311,False,71,B0032
11,,,charge,44.49270368350236,2.236891424313727,,,False,70,B0032
13,,1.844174397003866,discharge,54.42944816872604,3.9896627744187616,,0.9885712239241667,False,69,B0032
14,,,charge,58.81681120338247,2.2338361895715853,,,False,68,B0032
15,,1.8430238477512753,discharge,54.46847995763942,3.9898693290239424,,0.9879544710375273,False,67,B0032
16,,,charge,58.90608524540717,2.237801397257184,,,False,66,B0032
17,,1.8302818174911863,discharge,54.613208899896385,3.989746605246046,,0.9811240950872053,False,65,B0032
18,,,charge,59.03628436991956,2.2373900707543024,,,False,64,B0032
19,,1.8173838456081814,discharge,54.54104294477662,3.990075500519242,,0.9742101264998326,False,63,B0032
20,,,charge,58.96714196071087,2.2363406091267657,,,False,62,B0032
21,,1.8057992981104682,discharge,54.63982866150544,3.99018837182638,,0.9680002201498542,False,61,B0032
23,,,charge,44.49375426879675,1.12266409331437,,,False,60,B0032
25,,1.8149829605049186,discharge,54.77783277728615,3.989934327037496,,0.9729231300374103,False,59,B0032
26,,,charge,59.23027152585493,2.242032915127593,,,False,58,B0032
27,,1.7995150369321797,discharge,54.84229127398017,3.9901502622398763,,0.9646315367029021,False,57,B0032
28,,,charge,58.79936394219311,1.1219138949228056,,,False,56,B0032
29,,1.7866516942518147,discharge,54.94108405701305,3.9903421829263417,,0.9577361311284922,False,55,B0032
30,,,charge,58.849653911546525,2.2453718989539233,,,False,54,B0032
31,,1.7735550719416031,discharge,54.92012088054787,3.9903374389256987,,0.9507156758139013,False,53,B0032
32,,,charge,58.87060052404316,2.243291583908351,,,False,52,B0032
33,,1.769995333364443,discharge,54.943256008246664,3.9904048466252284,,0.9488074749800807,False,51,B0032
35,,,charge,44.48578782351651,1.1227689014886164,,,False,50,B0032
37,,1.799526080374287,discharge,55.07722133145275,3.990062755531238,,0.9646374565492561,False,49,B0032
38,,,charge,59.7858659028954,1.122719485276247,,,False,48,B0032
39,,1.7968530684449833,discharge,55.12972668273976,3.9902874954838006,,0.9632045862747264,False,47,B0032
40,,,charge,59.29110283468298,1.1206360008897134,,,False,46,B0032
41,,1.7838265504081745,discharge,55.02628924976726,3.9902942180754737,,0.956221710414374,False,45,B0032
42,,,charge,59.20593033622401,2.237918325567723,,,False,44,B0032
43,,1.7696444491040102,discharge,55.122048966363835,3.9902050383408367,,0.9486193831795681,False,43,B0032
44,,,charge,59.495838993967475,1.1194304567153823,,,False,42,B0032
45,,1.7512940457049684,discharge,55.152885112866414,3.9902831426866467,,0.9387826341296055,False,41,B0032
47,,,charge,44.48789596145728,1.1194599042145248,,,False,40,B0032
49,,1.7697554297961993,discharge,55.24452908623691,3.9903292840360005,,0.9486788744721961,False,39,B0032
50,,,charge,59.54814468470619,1.120247671741985,,,False,38,B0032
51,,1.7547726933914918,discharge,55.28053691650686,3.9904330950801077,,0.9406473661238542,False,37,B0032
52,,,charge,59.191103489758575,1.1217637305125934,,,False,36,B0032
53,,1.7389166355812984,discharge,55.33387169950921,3.9902792480388167,,0.9321477131075769,False,35,B0032
54,,,charge,59.220024672805295,1.118178241521861,,,False,34,B0032
55,,1.7337200518764075,discharge,55.335182818892235,3.990311556341112,,0.9293620800775803,False,33,B0032
56,,,charge,59.145690381979556,2.2417522972204473,,,False,32,B0032
57,,1.7150972597500092,discharge,55.551887687253284,3.9903802229607863,,0.9193793168230916,False,31,B0032
59,,,charge,44.5308548096305,1.1214259999942744,,,False,30,B0032
61,,1.7462926148815636,discharge,55.44978800695219,3.990207487616346,,0.9361016129645259,False,29,B0032
62,,,charge,59.369555242057615,1.119515430227776,,,False,28,B0032
63,,1.719149261914565,discharge,55.38277330848365,3.990579809568947,,0.9215513959635818,False,27,B0032
64,,,charge,58.81402210139265,1.1204405812226088,,,False,26,B0032
65,,1.711582246191498,discharge,55.441793555767006,3.9904793372562737,,0.9174950908728274,False,25,B0032
66,,,charge,58.76565145306526,1.1210390326299984,,,False,24,B0032
67,,1.6951051195225901,discharge,55.45260620555224,3.99059570461242,,0.9086625133767406,False,23,B0032
68,,,charge,58.94200166409879,1.1198128490497623,,,False,22,B0032
69,,1.7005124371100973,discharge,55.42250480136238,3.990494715922457,,0.911561110480308,False,21,B0032
71,,,charge,44.47258877998002,2.239025248936683,,,False,20,B0032
73,,1.7080989351250158,discharge,55.56594894150671,3.9905075451444647,,0.9156278590698615,False,19,B0032
74,,,charge,59.26043577536492,2.2410347579062164,,,False,18,B0032
75,,1.691435430587127,discharge,55.51810626766169,3.9904972422101075,,0.9066953735616312,False,17,B0032
76,,,charge,58.75738540297207,2.239109179444401,,,False,16,B0032
77,,1.6844494328889932,discharge,55.49685077641058,3.990655824165606,,0.9029505236678274,False,15,B0032
78,,,charge,58.922842239291434,1.118569182125267,,,False,14,B0032
79,,1.664037581688075,discharge,55.58901706859085,3.9904309045894886,,0.8920087338040094,False,13,B0032
80,,,charge,58.58636043304468,1.119800109163019,,,False,12,B0032
81,,1.6686372014231974,discharge,55.477147918359286,3.9906233301835314,,0.8944743638000244,False,11,B0032
83,,,charge,44.494352928572795,1.1190797870020135,,,False,10,B0032
85,,1.6899344075625968,discharge,55.6448928309993,3.9904118206393804,,0.9058907489171784,False,9,B0032
86,,,charge,59.248932760654256,1.1203137459241659,,,False,8,B0032
87,,1.669431712846442,discharge,55.61276905166334,3.990449431889389,,0.8949002623112361,False,7,B0032
88,,,charge,58.62849748796529,2.2382140684310254,,,False,6,B0032
89,,1.6634226761839213,discharge,55.50147272992155,3.990403557842747,,0.8916791131955536,False,5,B0032
90,,,charge,59.142396390190015,1.1193183564696856,,,False,4,B0032
91,,1.6436152195947373,discharge,55.49666686578594,3.990701421428614,,0.8810613095675417,False,3,B0032
92,,,charge,58.44798271357952,2.240219675152678,,,False,2,B0032
93,,1.6358000873538245,discharge,55.53401914090702,3.990761931059776,,0.8768720014104172,False,1,B0032
95,,,charge,44.49521250378918,2.2404837193107268,,,True,0,B0032
0,,0.06842572240601812,discharge,28.73905430652119,0.0021197863662292538,,0.05893257863049996,True,0,B0033
2,,,charge,26.01773982201912,3.1780189678565427,,,True,0,B0033
4,,0.6895699007862814,discharge,31.27423302842337,0.0023297755735459794,,0.5939014009699285,True,0,B0033
5,,,charge,24.805415544624292,0.0017446461704987003,,,True,0,B0033
6,,1.1610848192311252,discharge,34.074295753009466,0.002930037561290209,,1.0,True,0,B0033
7,,,charge,24.548796739759027,0.001738517211478662,,,True,0,B0033
8,,1.2529393053824995,discharge,34.67205131867433,0.002935890188069256,,1.0791109181947627,True,0,B0033
9,,,charge,24.361129628104006,0.0015358049853073338,,,True,0,B0033
10,,1.302918002447558,discharge,34.85900830057895,0.0027140100879512264,,1.1221557468216279,True,0,B0033
11,,,charge,23.859723317447774,0.0017191344708348362,,,True,0,B0033
12,,1.3218773211472525,discharge,34.748763463760476,0.002771782750189956,,1.1384847164073721,True,0,B0033
14,,,charge,24.702513754379066,3.5692706844699353,,,True,0,B0033
16,,1.2884694418301417,discharge,34.49070940991177,0.0026177828314642116,,1.1097117286257958,True,0,B0033
17,,,charge,23.836017222033348,0.0029909854522355284,,,True,0,B0033
18,,1.713169326386719,discharge,39.69137213771879,4.023356704066734,,1.4754902467170197,True,0,B0033
19,,,charge,27.754669660934137,1.6998103997146288,,,True,0,B0033
20,,1.6560966776720512,discharge,38.231742132205234,4.023635543281429,,1.426335656312107,True,0,B0033
21,,,charge,27.547349383029825,1.757746361418434,,,True,0,B0033
22,,1.6197297341990775,discharge,37.24978173417844,3.985405262452689,,1.3950141345157443,True,0,B0033
23,,,charge,27.376199760172817,1.7855870486042933,,,True,0,B0033
24,,1.604655812282729,discharge,36.9026983083741,4.023190489094331,,1.3820315154454765,True,0,B0033
26,,,charge,24.399091348223934,1.7973011974943292,,,True,0,B0033
28,,1.6255699769029337,discharge,36.91085347816126,4.0236701203291005,,1.4000441225124212,True,0,B0033
29,,,charge,27.54055275026578,1.806119525485526,,,True,0,B0033
30,,1.5900967306245992,discharge,36.75956909257503,4.022943816617429,,1.3694923095089362,True,0,B0033
31,,,charge,27.35317831691446,1.820440801844708,,,True,0,B0033
32,,1.5739402299623984,discharge,36.39797321447986,1.9621224055706488,,1.3555773048558741,True,0,B0033
33,,,charge,27.32958651903205,1.8250707156271393,,,True,0,B0033
34,,1.5711303351557309,discharge,35.983279811004785,0.005816933544035898,,1.3531572449600533,True,0,B0033
35,,,charge,27.264990118733596,1.8288824463999884,,,True,0,B0033
36,,1.5897706153457416,discharge,36.61386047209497,1.9474275099412661,,1.3692114383155003,True,0,B0033
38,,,charge,25.44399242248931,1.8322982977300086,,,True,0,B0033
40,,1.6257378771074,discharge,37.0076140051332,0.004634440809970199,,1.4001887288337556,True,0,B0033
41,,,charge,28.74991319347842,1.8230996948087574,,,True,0,B0033
42,,1.6523506333962537,discharge,37.66305552765074,0.004830766505208186,,1.4231093250279911,True,0,B0033
43,,,charge,29.566864989209833,1.816610629512464,,,True,0,B0033
44,,1.6143816761595386,discharge,36.46229711463119,0.005768814657295823,,1.3904080472162132,True,0,B0033
45,,,charge,27.99673697164009,1.8264046617065983,,,True,0,B0033
46,,1.58697453394504,discharge,35.92622605516718,0.005746109416011273,,1.3668032754023438,True,0,B0033
47,,,charge,27.483465423886784,1.8379215382842122,,,True,0,B0033
48,,1.5818355572787333,discharge,35.55106931850978,0.004710679893904403,,1.3623772622625716,True,0,B0033
50,,,charge,24.53630591578579,1.8381652062072718,,,True,0,B0033
52,,1.6919769406371152,discharge,38.09502806519702,0.006707472970160005,,1.457238017940454,True,0,B0033
54,,,charge,25.185955460308485,0.0033420056046731344,,,True,0,B0033
56,,1.6879483800354476,discharge,37.29206644280038,4.023844260263701,,1.4537683656506795,True,0,B0033
57,,,charge,28.164024186362816,1.8065230213374133,,,True,0,B0033
58,,1.6586223007531458,discharge,36.5873840336141,4.024028935438983,,1.42851088334054,True,0,B0033
59,,,charge,23.956504051927826,0.002773860721614274,,,True,0,B0033
60,,1.6420179032789863,discharge,36.01081103508514,4.023162482468993,,1.4142101215020078,True,0,B0033
61,,,charge,23.97537690061144,0.002953567648950163,,,True,0,B0033
62,,1.6381810791118743,discharge,35.87984760458452,0.006117296417945651,,1.4109056048090303,True,0,B0033
63,,,charge,24.16741218055904,0.002815177151441847,,,True,0,B0033
64,,1.6422892507912386,discharge,36.47217563468698,0.010415902930116964,,1.4144438232159204,True,0,B0033
66,,,charge,24.69959144809356,0.002144087226013898,,,True,0,B0033
68,,1.651270876264092,discharge,36.54750779798866,0.005235263777359823,,1.42217936959814,True,0,B0033
69,,,charge,24.534082685877664,0.003242022514339308,,,True,0,B0033
70,,1.6326559297917211,discharge,36.240581837990504,0.007214064386202817,,1.4061469952495564,True,0,B0033
71,,,charge,24.031671265999602,0.0028756158167560016,,,True,0,B0033
72,,1.6260888111680731,discharge,35.87343362234742,1.8682755182378246,,1.4004909755386135,True,0,B0033
73,,,charge,23.652910215939404,0.002896602116728185,,,True,0,B0033
74,,1.6079292963823688,discharge,35.5748325341807,0.006569173049380048,,1.3848508478882238,True,0,B0033
75,,,charge,23.810107277307466,0.003067346530286105,,,True,0,B0033
76,,1.6125361114907395,discharge,35.970922138568916,0.007536543316245949,,1.3888185296906794,True,0,B0033
78,,,charge,24.30477666824755,0.002880419651365939,,,True,0,B0033
80,,1.6218384168987892,discharge,36.25372585510499,0.005546872615808173,,1.396830266003113,True,0,B0033
81,,,charge,24.235086491366022,0.003228935812618417,,,True,0,B0033
82,,1.6145443029101134,discharge,36.20832426591542,0.006068271623388724,,1.3905481117040794,True,0,B0033
83,,,charge,23.783492773640898,0.0026710372004127327,,,True,0,B0033
84,,1.5953958917107596,discharge,35.87582139022805,0.006161693512558013,,1.3740562836462171,True,0,B0033
85,,,charge,23.715505107741777,0.003044158814715605,,,True,0,B0033
86,,1.5877243027113057,discharge,35.76051726240489,0.0058942525585007925,,1.3674490238901778,True,0,B0033
87,,,charge,23.76464181498682,0.0026357180382415085,,,True,0,B0033
88,,1.5811840578305605,discharge,35.77526752991028,0.005373955984393183,,1.3618161495536791,True,0,B0033
90,,,charge,25.214264961183133,0.002938855487646104,,,True,0,B0033
92,,1.6128422608267754,discharge,37.047214389060514,0.005382629832748696,,1.3890822049458933,True,0,B0033
93,,,charge,26.10862559415666,0.002979030614070107,,,True,0,B0033
94,,1.61998606328022,discharge,38.01648052991409,0.005502004529939989,,1.3952349014027943,True,0,B0033
95,,,charge,26.067478316027568,0.002903064863598865,,,True,0,B0033
96,,1.6099381853611876,discharge,37.35086407737486,0.004963849720519965,,1.3865810306841277,True,0,B0033
97,,,charge,24.513186135294017,0.002941798681902904,,,True,0,B0033
98,,1.5770977539565159,discharge,36.2407334267749,0.005889822450129024,,1.3582967650898028,True,0,B0033
99,,,charge,24.00659767371827,0.002400000999140171,,,True,0,B0033
100,,1.5708599066554392,discharge,36.01733578836999,0.0050831789236287644,,1.352924334757618,True,0,B0033
102,,,charge,23.902642235490347,0.0029626250716700076,,,True,0,B0033
104,,1.6261581345348248,discharge,37.40010038451985,0.006034389876176844,,1.4005506812255741,True,0,B0033
106,,,charge,26.328236658919966,0.0027483651504304554,,,True,0,B0033
108,,1.6348129972245726,discharge,38.1685412393316,0.00595238159727627,,1.408004798742569,True,0,B0033
109,,,charge,25.881588271001696,0.003804220037529375,,,True,0,B0033
110,,1.6117053637342613,discharge,37.45365796640402,0.005411532172717324,,1.3881030369525793,True,0,B0033
111,,,charge,28.989132014111448,1.820392901046894,,,True,0,B0033
112,,1.8851401699720662,discharge,40.15604131922248,0.008281151248165513,,1.6236024610333062,True,0,B0033
114,,,charge,26.23667657287848,0.004826978274234291,,,True,0,B0033
116,,1.6584957887780232,discharge,37.84533996803094,0.008177950398994448,,1.4284019231913525,True,0,B0033
117,,,charge,24.938436166875398,0.003963874937339488,,,True,0,B0033
118,,1.62418934644937,discharge,37.10510102154158,0.0070186730743851,,1.3988550358662981,True,0,B0033
119,,,charge,24.57093398126284,0.004038308386698317,,,True,0,B0033
120,,1.6041720988563641,discharge,36.54173769841732,0.007066994090277529,,1.3816149107165598,True,0,B0033
121,,,charge,24.974772946151276,0.004879736708012557,,,True,0,B0033
122,,1.6080016740907346,discharge,37.254892403236184,0.007962536894905604,,1.3849131841681983,True,0,B0033
123,,,charge,26.229669064613645,0.004174562172490761,,,True,0,B0033
124,,1.6256752138435595,discharge,38.282475810768986,0.007674541525196513,,1.400134759250481,True,0,B0033
126,,,charge,26.83407569280072,0.004551197992553614,,,True,0,B0033
128,,1.617632765910718,discharge,38.082127995904486,0.006981575684954,,1.393208092223547,True,0,B0033
129,,,charge,25.32544624932813,0.004684191415806005,,,True,0,B0033
130,,1.5973191489094263,discharge,37.24963638338183,0.007557572051314546,,1.3757127149136075,True,0,B0033
131,,,charge,25.080978761771604,0.004693218965888021,,,True,0,B0033
132,,1.5875852250170606,discharge,37.18242515530585,0.008026234088877685,,1.3673292413454907,True,0,B0033
